Additional Descriptions,All Highlight Fields,Common Names,Data Type,Derivation Code,Derivation Description,Description,Document Index (generated),Fdc Id,Food Code,foodNutrients Index (generated),foods Index (generated),Ndb Number,Nutrient Id,Nutrient Name,Nutrient Number,Published Date,Scientific Name,Unit Name,Number of Records per result.json,Score,Value
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,33,37,,1175,Vitamin B-6,415,4/1/2020,,MG,1,314.3931,0.184
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,34,37,,1177,"Folate, total",417,4/1/2020,,UG,1,314.3931,57
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,35,37,,1178,Vitamin B-12,418,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,36,37,,1180,"Choline, total",421,4/1/2020,,MG,1,314.3931,44.3
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,37,37,,1185,Vitamin K (phylloquinone),430,4/1/2020,,UG,1,314.3931,15.5
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,38,37,,1186,Folic acid,431,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,39,37,,1187,"Folate, food",432,4/1/2020,,UG,1,314.3931,57
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,40,37,,1190,"Folate, DFE",435,4/1/2020,,UG,1,314.3931,57
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,41,37,,1242,"Vitamin E, added",573,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,42,37,,1246,"Vitamin B-12, added",578,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,43,37,,1253,Cholesterol,601,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,44,37,,1258,"Fatty acids, total saturated",606,4/1/2020,,G,1,314.3931,0.13
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,45,37,,1259,4:00,607,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,46,37,,1260,6:00,608,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,47,37,,1261,8:00,609,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,48,37,,1262,10:00,610,4/1/2020,,G,1,314.3931,0.018
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,49,37,,1263,12:00,611,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,50,37,,1264,14:00,612,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,51,37,,1265,16:00,613,4/1/2020,,G,1,314.3931,0.093
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,52,37,,1266,18:00,614,4/1/2020,,G,1,314.3931,0.009
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,53,37,,1268,18:01,617,4/1/2020,,G,1,314.3931,0.027
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,54,37,,1269,18:02,618,4/1/2020,,G,1,314.3931,0.016
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,55,37,,1270,18:03,619,4/1/2020,,G,1,314.3931,0.015
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,56,37,,1271,20:04,620,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,57,37,,1272,22:6 n-3 (DHA),621,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,58,37,,1275,16:01,626,4/1/2020,,G,1,314.3931,0.003
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,59,37,,1276,18:04,627,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,60,37,,1277,20:01,628,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,61,37,,1278,20:5 n-3 (EPA),629,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,62,37,,1279,22:01,630,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,63,37,,1280,22:5 n-3 (DPA),631,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,64,37,,1292,"Fatty acids, total monounsaturated",645,4/1/2020,,G,1,314.3931,0.034
,,,Survey (FNDDS),,,Cauliflower,1,787784,75107000,65,37,,1293,"Fatty acids, total polyunsaturated",646,4/1/2020,,G,1,314.3931,0.031
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,1,38,11135,1186,Folic acid,431,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,2,38,11135,1110,"Vitamin D (D2 + D3), International Units",324,4/1/2019,Brassica oleracea (Botrytis Group),IU,1,314.3931,0
,,,SR Legacy,,,Cauliflower,1,169986,,3,38,11135,1106,"Vitamin A, RAE",320,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,,,Cauliflower,1,169986,,4,38,11135,1187,"Folate, food",432,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,57
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,5,38,11135,1127,"Tocopherol, delta",343,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,6,38,11135,1062,Energy,268,4/1/2019,Brassica oleracea (Botrytis Group),kJ,1,314.3931,104
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,7,38,11135,1005,"Carbohydrate, by difference",205,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,4.97
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,8,38,11135,1008,Energy,208,4/1/2019,Brassica oleracea (Botrytis Group),KCAL,1,314.3931,25
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,9,38,11135,1125,"Tocopherol, beta",341,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,10,38,11135,1126,"Tocopherol, gamma",342,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.2
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,11,38,11135,1190,"Folate, DFE",435,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,57
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,12,38,11135,1311,18:2 CLAs,670,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.003
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,13,38,11135,1262,10:00,610,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.018
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,14,38,11135,1265,16:00,613,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.093
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,15,38,11135,1266,18:00,614,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.009
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,16,38,11135,1267,20:00,615,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.003
,,,SR Legacy,,,Cauliflower,1,169986,,17,38,11135,1268,18:01,617,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.027
,,,SR Legacy,,,Cauliflower,1,169986,,18,38,11135,1269,18:02,618,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.016
,,,SR Legacy,,,Cauliflower,1,169986,,19,38,11135,1270,18:03,619,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.015
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,20,38,11135,1292,"Fatty acids, total monounsaturated",645,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.034
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,21,38,11135,1293,"Fatty acids, total polyunsaturated",646,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.031
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,22,38,11135,1299,15:00,652,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.002
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,23,38,11135,1314,16:1 c,673,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.003
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,24,38,11135,1258,"Fatty acids, total saturated",606,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.13
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,25,38,11135,1273,22:00,624,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.002
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,26,38,11135,1274,14:01,625,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.002
,,,SR Legacy,,,Cauliflower,1,169986,,27,38,11135,1275,16:01,626,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.003
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,28,38,11135,1301,24:00:00,654,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.002
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,29,38,11135,1404,"18:3 n-3 c,c,c (ALA)",851,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.015
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,30,38,11135,1312,24:1 c,671,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.002
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,31,38,11135,1315,18:1 c,674,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.027
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,32,38,11135,1316,"18:2 n-6 c,c",675,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.013
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,33,38,11135,1105,Retinol,319,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,34,38,11135,1253,Cholesterol,601,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0
,,,SR Legacy,,,Cauliflower,1,169986,,35,38,11135,1283,Phytosterols,636,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,18
,,,SR Legacy,,,Cauliflower,1,169986,,36,38,11135,1177,"Folate, total",417,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,57
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,37,38,11135,1178,Vitamin B-12,418,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,38,38,11135,1246,"Vitamin B-12, added",578,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,39,38,11135,1242,"Vitamin E, added",573,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,40,38,11135,1057,Caffeine,262,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,41,38,11135,1058,Theobromine,263,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,42,38,11135,1300,17:00,653,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.001
,,,SR Legacy,JO,"Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13",Cauliflower,1,169986,,43,38,11135,1185,Vitamin K (phylloquinone),430,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,15.5
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,44,38,11135,1278,20:5 n-3 (EPA),629,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,45,38,11135,1280,22:5 n-3 (DPA),631,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,46,38,11135,1261,8:00,609,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,47,38,11135,1263,12:00,611,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,48,38,11135,1264,14:00,612,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,49,38,11135,1272,22:6 n-3 (DHA),621,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,50,38,11135,1108,"Carotene, alpha",322,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,51,38,11135,1114,Vitamin D (D2 + D3),328,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,52,38,11135,1120,"Cryptoxanthin, beta",334,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,53,38,11135,1122,Lycopene,337,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,54,38,11135,1012,Fructose,212,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.97
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,55,38,11135,1003,Protein,203,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,1.92
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,56,38,11135,1079,"Fiber, total dietary",291,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,2
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,57,38,11135,1271,20:04,620,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,58,38,11135,1276,18:04,627,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,59,38,11135,1277,20:01,628,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,,,Cauliflower,1,169986,,60,38,11135,1279,22:01,630,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,61,38,11135,2000,"Sugars, total including NLEA",269,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,1.91
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,62,38,11135,1011,Glucose (dextrose),211,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.94
,,,SR Legacy,,,Cauliflower,1,169986,,63,38,11135,1259,4:00,607,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,64,38,11135,1260,6:00,608,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,65,38,11135,1123,Lutein + zeaxanthin,338,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,1
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,66,38,11135,1103,"Selenium, Se",317,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0.6
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,67,38,11135,1089,"Iron, Fe",303,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.42
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,68,38,11135,1090,"Magnesium, Mg",304,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,15
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,69,38,11135,1091,"Phosphorus, P",305,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,44
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,70,38,11135,1093,"Sodium, Na",307,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,30
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,71,38,11135,1098,"Copper, Cu",312,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.039
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,72,38,11135,1101,"Manganese, Mn",315,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.155
,,,SR Legacy,,,Cauliflower,1,169986,,73,38,11135,1104,"Vitamin A, IU",318,4/1/2019,Brassica oleracea (Botrytis Group),IU,1,314.3931,0
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,74,38,11135,1007,Ash,207,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.76
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,75,38,11135,1013,Lactose,213,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Cauliflower,1,169986,,76,38,11135,1018,"Alcohol, ethyl",221,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,77,38,11135,1075,Galactose,287,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,78,38,11135,1405,20:3 n-3,852,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,79,38,11135,1411,22:04,858,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,80,38,11135,1303,16:1 t,662,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,81,38,11135,1257,"Fatty acids, total trans",605,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,82,38,11135,1317,22:1 c,676,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,83,38,11135,1323,17:01,687,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,84,38,11135,1329,"Fatty acids, total trans-monoenoic",693,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,85,38,11135,1333,15:01,697,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,86,38,11135,1107,"Carotene, beta",321,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,87,38,11135,1210,Tryptophan,501,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.02
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,88,38,11135,1211,Threonine,502,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.076
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,89,38,11135,1215,Methionine,506,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.02
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,90,38,11135,1217,Phenylalanine,508,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.065
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,91,38,11135,1218,Tyrosine,509,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.051
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,92,38,11135,1222,Alanine,513,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.116
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,93,38,11135,1224,Glutamic acid,515,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.257
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,94,38,11135,1225,Glycine,516,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.071
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,95,38,11135,1226,Proline,517,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.071
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,96,38,11135,1184,Vitamin K (Dihydrophylloquinone),429,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,97,38,11135,1162,"Vitamin C, total ascorbic acid",401,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,48.2
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,98,38,11135,1165,Thiamin,404,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.05
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,99,38,11135,1166,Riboflavin,405,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.06
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,100,38,11135,1010,Sucrose,210,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,JO,"Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13",Cauliflower,1,169986,,101,38,11135,1004,Total lipid (fat),204,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.28
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Cauliflower,1,169986,,102,38,11135,1109,Vitamin E (alpha-tocopherol),323,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.08
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,103,38,11135,1014,Maltose,214,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,JO,"Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13",Cauliflower,1,169986,,104,38,11135,1051,Water,255,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,92.07
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,105,38,11135,1087,"Calcium, Ca",301,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,22
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,106,38,11135,1092,"Potassium, K",306,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,299
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,107,38,11135,1095,"Zinc, Zn",309,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.27
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,108,38,11135,1099,"Fluoride, F",313,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,1
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,109,38,11135,1167,Niacin,406,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.507
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,110,38,11135,1170,Pantothenic acid,410,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.667
,,,SR Legacy,JA,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,Cauliflower,1,169986,,111,38,11135,1175,Vitamin B-6,415,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,0.184
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Cauliflower,1,169986,,112,38,11135,1180,"Choline, total",421,4/1/2019,Brassica oleracea (Botrytis Group),MG,1,314.3931,44.3
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,113,38,11135,1183,Vitamin K (Menaquinone-4),428,4/1/2019,Brassica oleracea (Botrytis Group),UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,114,38,11135,1212,Isoleucine,503,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.071
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,115,38,11135,1213,Leucine,504,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.106
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,116,38,11135,1214,Lysine,505,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.217
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,117,38,11135,1216,Cystine,507,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.02
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,118,38,11135,1219,Valine,510,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.125
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,119,38,11135,1220,Arginine,511,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.086
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,120,38,11135,1221,Histidine,512,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.056
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,121,38,11135,1223,Aspartic acid,514,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.177
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,122,38,11135,1227,Serine,518,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0.086
